ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,idea_contest,onedayclass_topic,completed
TRAIN_226,9,33,단일 전공,경영학,,True,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,4.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD, 빅데이터 분석 기사","B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적어야집중할 수 있어서,현대자동차,"K. 금융 및 보험업, R. 예술, 스포츠 및 여가관련 서비스업, S. 협회 및 단체, 수리 및 기타 개인 서비스업, U. 국제 및 외국기관",,,머신러닝 / 딥러닝 응용,0
TRAIN_227,9,10,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,8,11.0,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),대학원 진학,8.0,개인,2.0,"C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,SQLD,H. 마케터 / 영업관리,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 적거나 많은 인원보다 진행이 원활할 것 같다,현대 오토에버,"M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_228,9,22,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,2,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,4.0,팀,1.0,"B. 데이터 분석가, G. PM/서비스 기획자",없음,SQLD,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자분들을 한 번에 뵐 수 있고 여러 직무를 비교하며 듣는데 도움이 될 것 같다,토스,"J. 정보통신업, K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_229,9,15,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),사회과학,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,인문학,대학원 진학,8.0,팀,3.0,"B. 데이터 분석가, I. 마케터",없음,"ADsP, SQLD, 빅데이터 분석 기사, 구글 애널리스트",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,다양한 관심사의 사람들과의 질의응답을 통해 시야를 넓히고 싶어서,SAP ,J. 정보통신업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",1
TRAIN_230,9,81,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,지인 추천,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,경영학,취업,4.0,개인,1.0,"I. 마케터, ",없음,SQLD,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,자양한 현직자의 의견을 듣고 싶어서,공기업,"O. 공공 행정, 국방 및 사회보장 행정",,,Python 응용,0
TRAIN_231,9,83,단일 전공,자연과학,,True,대학생,6,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,대학원 진학,6.0,팀,2.0,C. 데이터 사이언티스트,"ADsP, SQLD","빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, G. 자연과학계열 연구자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 Q&A라든지 행사에 더 적극적으로 참여할것 같아서,"대구은행, 부산은행",K. 금융 및 보험업,,,SQL 응용,0
TRAIN_232,9,64,단일 전공,사회과학,,False,취준생,12,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,사회과학,취업,8.0,개인,1.0,"B. 데이터 분석가, G. PM/서비스 기획자, I. 마케터",없음,구글 애널리스트,"B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,같은 질문을 하더라도 여러명의 현직자들로부터 다양한 답변을 얻을 수 있을 것 같아서,"로레알, CJ올리브영","G. 도매 및 소매업, R. 예술, 스포츠 및 여가관련 서비스업",데이터 :,,웹 크롤링,1
TRAIN_233,9,3,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),True,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,0004 : 데이터 분석 입문반 (머신러닝),해당없음,"IT (컴퓨터 공학 포함), 예체능",취업,6.0,팀,2.0,A. 데이터 엔지니어,ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사, 구글 애널리스트",D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당해서,비프로11,"M. 전문, 과학 및 기술 서비스업, R. 예술, 스포츠 및 여가관련 서비스업, U. 국제 및 외국기관",,,머신러닝 / 딥러닝 응용,1
TRAIN_234,9,35,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,IT(컴퓨터 공학 포함),True,대학생,8,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,0006 : 데이터 분석 전처리반(판다스),0007 : 데이터 분석 전처리 적용반,"IT (컴퓨터 공학 포함), 경제통상학",취업,7.0,팀,2.0,E. 소프트웨어 개발자,없음,SQLD,"A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 적으면 부담스러워서,애플,"J. 정보통신업, K. 금융 및 보험업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_235,9,28,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,7.0,개인,2.0,"D. 인공지능 전문가, G. PM/서비스 기획자",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사, 태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, E. UI/UX 디자이너, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당한 규모라 생각,SKT,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",0
TRAIN_236,9,44,단일 전공,자연과학,IT(컴퓨터 공학 포함),True,대학생,8,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,5.0,개인,3.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가, H. 자연과학계열 연구자","ADsP, SQLD","빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, G. 자연과학계열 연구자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,다수가 들을 때 긴장감있는 상태로 들을 수 있는거 같다.,구글,"J. 정보통신업, K. 금융 및 보험업",,,"Python 응용, 머신러닝 / 딥러닝 응용",0
TRAIN_237,9,20,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,6.0,팀,1.0,"A. 데이터 엔지니어, C. 데이터 사이언티스트","ADsP, SQLD",빅데이터 분석 기사,D. 소프트웨어 개발자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,미처 생각하지 못한 다양한 질문들을 들을 수 있을것 같아서,당근마켓,"J. 정보통신업, U. 국제 및 외국기관",,,"Python 응용, 머신러닝 / 딥러닝 응용, SQL 응용",1
TRAIN_238,9,30,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,사회과학,True,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,IT (컴퓨터 공학 포함),취업,8.0,팀,2.0,"E. 소프트웨어 개발자, F. UI/UX 디자이너",빅데이터 분석 기사,정보처리기사,"D. 소프트웨어 개발자, E. UI/UX 디자이너",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,듣는사람이 너무 적으면 부끄러울것같다,데브시스터즈,"J. 정보통신업, R. 예술, 스포츠 및 여가관련 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_239,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),True,대학생,4,,,,아니요,,내국인,에브리타임,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,취업,4.0,팀,2.0,B. 데이터 분석가,없음,"ADsP, SQLD",A. 금융 / 보험 직무,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,여러 현직자 얘기를 들으면 좋을 것 같아서,네이버,K. 금융 및 보험업,,,Python 응용,0
TRAIN_240,9,8,단일 전공,경영학,,False,대학생,1,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,경영학,취업,2.0,팀,2.0,B. 데이터 분석가,없음,"ADsP, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,너무 적은 인원보다 적당하게 모인 인원들과의 소통 역시 중요하다고 생각,구글(Google),"K. 금융 및 보험업, U. 국제 및 외국기관",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_241,9,29,단일 전공,의약학,,False,대학생,1,,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,대학원 진학,4.0,개인,1.0,"A. 데이터 엔지니어, B. 데이터 분석가, D. 인공지능 전문가, H. 자연과학계열 연구자",없음,"빅데이터 분석 기사, 정보처리기사",G. 자연과학계열 연구자,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),바이오인공지능 계열,온라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 많아도 힘들지만 적어도 부담스럽기 때문에,.,"M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_242,9,61,단일 전공,경영학,IT(컴퓨터 공학 포함),True,대학원생,8,,,,아니요,,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,경영학,취업,8.0,개인,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트",없음,"태블로 관련 자격증, 구글 애널리스트","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, C. MD",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,10명있으면 좀 부담스럽고 100명은 너무 많고 적당히 있어야 제가 생각못해본 질의문답을 들을 수 있을 것 같아서요! ,"ASML, Adyen","K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, U. 국제 및 외국기관",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0
TRAIN_243,9,18,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0005 : 데이터 분석 입문반 (통계),공학 (컴퓨터 공학 제외),취업,6.0,개인,1.0,"A. 데이터 엔지니어, B. 데이터 분석가",없음,"ADsP, SQLD, 빅데이터 분석 기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,적당한 긴장감과 질문하기 좋움,현대차,"M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_244,9,56,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,False,대학생,2,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,"경영학, 경제통상학",취업,4.0,팀,2.0,없음,없음,SQLD,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,집중도가 유지되는 규모에서 많은 사람이 강연에 참여할 수 있으면 좋을 것 같아서 선택했습니다.,대기업,K. 금융 및 보험업,,,"Python 응용, SQL 응용",0
TRAIN_245,9,1,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,2,11.0,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,0006 : 데이터 분석 전처리반(판다스),0008 : 데이터 분석 모델링반 (ML1),경영학,취업,8.0,팀,2.0,B. 데이터 분석가,"ADsP, 구글 애널리스트","SQLD, 정보처리기사",D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적당히 있어야 통제도 쉽고 강연을 듣기에도 적합하서,"넥슨, SSG 랜더스, 신세계","R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_246,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),False,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0007 : 데이터 분석 전처리 적용반,"IT (컴퓨터 공학 포함), 경제통상학",취업,6.0,팀,3.0,"B. 데이터 분석가, G. PM/서비스 기획자",ADsP,구글 애널리스트,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,집중하기에 적절한 인원이라 생각한다,"카드사, 보험사","G. 도매 및 소매업, K. 금융 및 보험업",,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용, 웹 크롤링",0
TRAIN_247,9,48,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),True,대학생,5,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0004 : 데이터 분석 입문반 (머신러닝),IT (컴퓨터 공학 포함),취업,6.0,개인,4.0,B. 데이터 분석가,없음,"빅데이터 분석 기사, 정보처리기사",D. 소프트웨어 개발자,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),오프라인,100명 이상의 리스너와 10명 이상의 현직자,대규모가 편해서,삼성,"R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",1
TRAIN_248,9,38,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,2.0,,,아니요,,내국인,에브리타임,시간적으로 부담이 없어서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 공학 (컴퓨터 공학 제외)",취업,8.0,개인,1.0,클라우드,없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",A. 금융 / 보험 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적절한 인원,삼성,"J. 정보통신업, K. 금융 및 보험업",,,머신러닝 / 딥러닝 응용,0
TRAIN_249,9,75,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,1,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"경영학, 경제통상학",취업,6.0,팀,2.0,금융관리  ,없음,"ADsP, SQLD","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,질의응답용이,농협은행,K. 금융 및 보험업,,,Python 응용,0
TRAIN_250,9,47,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,,False,대학생,4,,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,인문학,취업,6.0,팀,1.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가, G. PM/서비스 기획자",없음,"SQLD, 빅데이터 분석 기사","B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,한 사람의 자세한 이야기에 집중하면서도 다양한 관점과 질문을 수용할 수 있어서,"네이버클라우드, openai","J. 정보통신업, M. 전문, 과학 및 기술 서비스업, P. 교육 서비스업",,,웹 크롤링,0
TRAIN_251,9,83,단일 전공,자연과학,,True,대학생,6,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,취업,6.0,팀,4.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"빅데이터 분석 기사, 정보처리기사","B. 기획 / 전략 / 경영 직무, G. 자연과학계열 연구자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,인원이 적당해야 집중이 잘 될 것 같아서,"삼성전자, 카카오","K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
TRAIN_252,9,3,"복수 전공 ( 다중전공, 이중전공 포함 )",의약학,경영학,False,대학생,13,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,"경영학, 예체능",대학원 진학,8.0,팀,6.0,"B. 데이터 분석가, C. 데이터 사이언티스트, G. PM/서비스 기획자, I. 마케터","ADsP, SQLD","태블로 관련 자격증, 구글 애널리스트","B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적은게 훨씬 집중 및 소통이 원활하다고 생각합니다. ,"넥슨, 네이버, 비바리퍼블리카, 우아한 형제들",J. 정보통신업,,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_253,9,48,단일 전공,예체능,,False,대학원생,11,,,,아니요,,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,예체능,취업,8.0,팀,4.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",ADsP,"SQLD, 빅데이터 분석 기사, 태블로 관련 자격증","B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,100명 이상의 리스너와 10명 이상의 현직자,인원이 적으면 들을 수 있는 기회가 적어서,"클라썸,토스,인바디,비프로 등","J. 정보통신업, K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",1
TRAIN_254,9,56,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,True,대학생,4,5.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,"경영학, 교육학",취업,4.0,팀,2.0,"B. 데이터 분석가, F. UI/UX 디자이너, G. PM/서비스 기획자",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사",B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,소통을 위한 적절한 인원,오뚜기,"L. 부동산업, P. 교육 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0
TRAIN_255,9,75,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,IT(컴퓨터 공학 포함),False,대학생,8,,,,아니요,,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,취업,7.0,팀,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD, 빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, G. 자연과학계열 연구자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자의 강연을 듣고싶어서,매일유업 ,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0
